severity,issue,split,graph_id,source,project,contract,function,label,vulnerability_type,file,line,source_hash,state_count,external_call_count,external_methods,example_call,details
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsSplitterV1",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",ClaimableFundsSplitterV1,drain,0,,,,d588a544faec3acf,3,2,call|call,"payable(recipients[i]).call{value : shares[i]}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableCollectorOnlyMarketplace",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",KODAV3UpgradableCollectorOnlyMarketplace,_handleSaleFunds,0,,,,ddf4489c1c2674b5,2,2,call|call,"platformAccount.call{value : koCommission}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableCollectorOnlyMarketplace",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",KODAV3UpgradableCollectorOnlyMarketplace,_handleEditionSaleFunds,0,,,,1338ad07e1bb3bc4,3,2,call|call,"platformAccount.call{value : koCommission}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SignatureMarketplace",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",KODAV3SignatureMarketplace,handleEditionSaleFunds,0,,,,b49a49ebfff7bf4f,3,4,call|call|transferFrom|transferFrom,"platformAccount.call{value : koCommission}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3GatedMerkleMarketplace",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",KODAV3GatedMerkleMarketplace,_handleSaleFunds,0,,,,ddf4489c1c2674b5,2,2,call|call,"platformAccount.call{value : koCommission}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",CollabFundsReceiver,drain,0,,,,8f5990807c79ae72,6,2,call|call,"payable(recipient).call{value : amountOwedToCollaborator}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",CollabFundsReceiver,drainShare,0,,,,b83bb95a528c887d,5,1,call,"payable(recipient).call{value : amountOwed}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2::Timelock,DAPP,DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2,Timelock,executeTransaction,0,,,,1854807c87636fd5,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,"DAPP::DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main::StratAlpaca",DAPP,"DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main",StratAlpaca,deposit,1,Front-running / Tx Order (SWC-114),"DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main/contracts/vaults/StratAlpaca.sol",L191-L205,f3a8b68a3401cf29,4,4,safeTransferFrom|deposit|deposit|balanceOf,"IERC20(wantToken).safeTransferFrom(             address(msg.sender),             address(this),             _wantAmt","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Inspex-Vault/aleswap-vault-efd3f777b2e9aaa2c635d3d0f463f1884e998112::StrategyWardenLP,DAPP,DAppSCAN-source/contracts/Inspex-Vault/aleswap-vault-efd3f777b2e9aaa2c635d3d0f463f1884e998112,StrategyWardenLP,harvest,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Inspex-Vault/aleswap-vault-efd3f777b2e9aaa2c635d3d0f463f1884e998112/contracts/strategies/Warden/StrategyWardenLP.sol,L129-L136,bfd55e13844d2d8f,2,1,deposit,"IMasterChef(masterchef).deposit(poolId, 0)","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,val,FORGE::vfp_00019::OPSuccinctDisputeGame,FORGE,vfp_00019,OPSuccinctDisputeGame,initialize,1,Front-running / Tx Order (SWC-114),OPSuccinctDisputeGame.sol,OPSuccinctDisputeGame.sol::initialize; OPSuccinctL2OutputOracle.sol::proposeL2Output,209aafbaf7dc9e5b,4,1,proposeL2Output,"oracle.proposeL2Output(             configName(), rootClaim().raw(), l2BlockNumber(), l1BlockNumber(), proof(), proverAd","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,val,FORGE::vfp_00122::BorrowerOperations,FORGE,vfp_00122,BorrowerOperations,_adjustTrove,1,Front-running / Tx Order (SWC-114),BorrowerOperations.sol,BorrowerOperations.sol::_adjustTrove; Zapper contracts::adjust; Zapper contracts::repay,a7f3692c7fb7cc5f,3,6,getLatestTroveData|getLatestBatchData|getNewApproxAvgInterestRateFromTroveChange|onAdjustTroveInsideBatch|onAdjustTrove|mintAggInterestAndAccountForTroveChange,_troveManager.getLatestTroveData(_troveId),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,val,FORGE::vfp_00156::HyperCoreLib,FORGE,vfp_00156,HyperCoreLib,spotBalance,0,,,,9d501fffcfa2b08b,1,1,staticcall,"SPOT_BALANCE_PRECOMPILE_ADDRESS.staticcall(abi.encode(account, token))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,FORGE::vfp_00156::HyperCoreLib,FORGE,vfp_00156,HyperCoreLib,coreUserExists,0,,,,b329042b8af214a5,1,1,staticcall,CORE_USER_EXISTS_PRECOMPILE_ADDRESS.staticcall(abi.encode(user)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,FORGE::vfp_00156::HyperCoreLib,FORGE,vfp_00156,HyperCoreLib,spotPx,0,,,,114644936aef075e,1,1,staticcall,SPOT_PX_PRECOMPILE_ADDRESS.staticcall(abi.encode(index)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,FORGE::vfp_00156::HyperCoreLib,FORGE,vfp_00156,HyperCoreLib,tokenInfo,0,,,,463d732c25458e3c,1,1,staticcall,TOKEN_INFO_PRECOMPILE_ADDRESS.staticcall(abi.encode(erc20CoreIndex)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4::Holdefi,DAPP,DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4,Holdefi,transferFromHoldefi,0,,,,1c54613fa0192752,1,2,call|transfer,"receiver.call{value:amount}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4::HoldefiCollaterals,DAPP,DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4,HoldefiCollaterals,withdraw,0,,,,6ebd2559a00598c4,1,2,call|transfer,"recipient.call{value:amount}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065::BentoBox,DAPP,DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065,BentoBox,_deposit,0,,,,3d32c03e7ae81a6d,3,3,deposit|totalSupply|call,IWETH(address(WETH)).deposit{value: amount}(),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065::BentoBox,DAPP,DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065,BentoBox,_withdraw,0,,,,39faa4cfc4761a71,3,3,withdraw|call|call,IWETH(address(WETH)).withdraw(amount),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065::LendingPair,DAPP,DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065,LendingPair,symbol,0,,,,1caa53ef390c1c9d,4,3,staticcall|staticcall|symbol,address(asset).staticcall(abi.encodeWithSelector(0x95d89b41)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065::LendingPair,DAPP,DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065,LendingPair,name,0,,,,b73714e6ad90f3ce,4,3,staticcall|staticcall|symbol,address(asset).staticcall(abi.encodeWithSelector(0x06fdde03)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065::LendingPair,DAPP,DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065,LendingPair,decimals,0,,,,4092a203b0f56de9,1,1,staticcall,address(asset).staticcall(abi.encodeWithSelector(0x313ce567)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065::LendingPair,DAPP,DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065,LendingPair,swipe,0,,,,07665f270145969d,8,6,call|balanceOf|call|sub|balanceOf|transfer,msg.sender.call{value: balanceETH}(new bytes(0)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-CompliFi/complifi-protocol-v1-912e93014aa16a9b6987556d971ed2b599b8cba7::Vault,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-CompliFi/complifi-protocol-v1-912e93014aa16a9b6987556d971ed2b599b8cba7,Vault,initialize,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Trail_of_Bits-CompliFi/complifi-protocol-v1-912e93014aa16a9b6987556d971ed2b599b8cba7/contracts/Vault.sol,L175 - L189,3398c66be4939a85,8,1,buildTokens,"tokenBuilder.buildTokens(             derivativeSpecification,             settleTime,             address(collateralTok","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::ParaSwapLiquiditySwapAdapter,DAPP,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,ParaSwapLiquiditySwapAdapter,_sellOnParaSwap,0,,,,6bde2e7582ec1257,1,9,balanceOf|balanceOf|getTokenTransferProxy|safeApprove|safeApprove|call|balanceOf|sub|balanceOf,IERC20(assetToSwapFrom).balanceOf(address(this)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRewards,DAPP,DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca,OKLGRewards,claimETHRewards,0,,,,35b82fe0328551ec,2,2,balanceOf|call,_oklg.balanceOf(_msgSender()),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,DAPP,DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca,OKLGAtomicSwapInstance,receiveTokensFromSource,0,,,,754827e1c10ca6e2,7,2,call|transferFrom,oracleAddress.call{ value: minimumGasForOperation }(''),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,DAPP,DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca,OKLGAtomicSwapInstance,fundSendToDestinationGas,0,,,,eaaaf7be1d728095,3,1,call,oracleAddress.call{ value: minimumGasForOperation }(''),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGSpend,DAPP,DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca,OKLGSpend,spendOnProduct,0,,,,bbcf5bd1cd9c2c82,6,1,call,_paymentWallet.call{ value: _productCostWei }(''),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAffiliate,DAPP,DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca,OKLGAffiliate,pay,0,,,,ece927c2f13e00ae,3,2,call|call,payable(_referrer).call{ value: referrerFee }(''),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLG,DAPP,DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca,OKLG,claimETHRewards,0,,,,6344d499ab475864,2,1,call,_msgSender().call{ value: rewardsSent }(''),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGDividendDistributor,DAPP,DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca,OKLGDividendDistributor,depositDividends,0,,,,a7e83e2d5f312792,8,10,call|balanceOf|transferFrom|sub|balanceOf|balanceOf|swapExactETHForTokensSupportingFeeOnTransferTokens|sub|balanceOf|div,payable(address(this)).call{ value: msg.value }(''),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,val,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGDividendDistributor,DAPP,DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca,OKLGDividendDistributor,distributeDividend,0,,,,2e7c3553fdf7d139,7,7,balanceOf|swapExactETHForTokensSupportingFeeOnTransferTokens|sub|balanceOf|call|transfer|add,shareToken.balanceOf(address(this)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
